Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
"Seo Y., Hwang Y.","57203728637;36623731200;","Prussian blue immobilized on covalent organic polymer-grafted granular activated carbon for cesium adsorption from water",2021,"Journal of Environmental Chemical Engineering","9","5","105950","","",,,"10.1016/j.jece.2021.105950","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108976159&doi=10.1016%2fj.jece.2021.105950&partnerID=40&md5=6501f467fece89618b481bc20a2349a9","Department of Environmental Engineering, Seoul National University of Science and Technology, Seoul, 01811, South Korea","Seo, Y., Department of Environmental Engineering, Seoul National University of Science and Technology, Seoul, 01811, South Korea; Hwang, Y., Department of Environmental Engineering, Seoul National University of Science and Technology, Seoul, 01811, South Korea","Technologies for removing radioactive waste in the form of 137Cs, released during nuclear power plant accidents, are essential. Prussian blue (PB) is a pigment with a face-centered cubic structure that can selectively adsorb cesium. However, due to its very small size (5–200 nm), PB can be found in water as a fine powder and it is difficult to separate its disposal to the water system. Thus, in this study, PB was immobilized on granular activated carbon (GAC), normally used for water treatment, to facilitate its recovery after usage. The GAC surface was grafted with a covalent organic polymer (COP) to improve its stability and prevent PB desorption. The COP-grafted GAC immobilized approximately twice as much PB as the ungrafted one; its cesium adsorption capacity was over three times higher and the PB stability was excellent. The effects of pH and water matrix were investigated using samples of both artificial and actual river water. Moreover, a continuous column experiment was conducted to evaluate the applicability of the proposed material in water treatment system in a form of GAC column. © 2021 Elsevier Ltd","Cesium; Covalent organic polymer; Granular activated carbon; Prussian blue","Activated carbon; Activated carbon treatment; Grafting (chemical); Granular materials; Nuclear fuels; Nuclear power plants; Organic polymers; $+137$/Cs; Cesium adsorption; Covalent organic polymer; Face-centered cubic structure; Fine powders; Granular activated carbons; Nuclear power plant accident; Organics; Polymer-grafted; Prussian blue; Cesium",Article,"Final","",Scopus,2-s2.0-85108976159
"Phan D.T., Jung C.W.","57212092281;7402016338;","A wideband liquid antenna with high optical transparency for ultra-high-definition television applications",2021,"Microwave and Optical Technology Letters","63","10",,"2628","2633",,,"10.1002/mop.32948","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108371703&doi=10.1002%2fmop.32948&partnerID=40&md5=c316822ae8adf1a716b3882a451f0b4a","Graduate School of Nano·IT·Design Fusion, Seoul National University of Science and Technology, Seoul, South Korea","Phan, D.T., Graduate School of Nano·IT·Design Fusion, Seoul National University of Science and Technology, Seoul, South Korea; Jung, C.W., Graduate School of Nano·IT·Design Fusion, Seoul National University of Science and Technology, Seoul, South Korea","In this letter, an optically transparent and wideband liquid antenna for UHD-TV applications is presented. The proposed antenna utilizes a high concentration of dissolved salts as the conductor inside a hollow L-shaped clear acrylic component, offering very high optical transparency of more than 87% (@200 ppt) in the visible range. The electrical performance of the antenna is optimized and verified through experiments, showing good agreement between the simulation and the measurement. The results show that the antenna has a wide bandwidth of 390 MHz (410–800 MHz; 64.5%) and high radiation efficiency of up to 72% over the entire bandwidth range for UHD-TV applications (470–771 MHz; 48.4%). This demonstrates the proposed antenna can be considered as an attractive alternative to conventional external transparent antennas for UHD-TV applications. © 2021 Wiley Periodicals LLC.","liquid antenna; saltwater antenna; transparent antenna; UHD-TV applications; UHF antenna; wideband antenna","Bandwidth; Digital television; High definition television; Television applications; Transparency; Acrylic component; Dissolved salt; Electrical performance; High radiation efficiency; Optical transparency; Visible range; Wide bandwidth; Wide-band; Television antennas",Article,"Final","",Scopus,2-s2.0-85108371703
"Choi S., Kang Y.C., Kim K.-H., Lee Y.-I., Terzija V.","57223002716;56608436100;36600554700;8866003700;7004443467;","A frequency-responsive power-smoothing scheme of a doubly-fed induction generator for enhancing the energy-absorbing capability",2021,"International Journal of Electrical Power and Energy Systems","131",,"107053","","",,,"10.1016/j.ijepes.2021.107053","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104391206&doi=10.1016%2fj.ijepes.2021.107053&partnerID=40&md5=80dec276500e40277a645afa60ef4f15","Gachon University, Seongnam, 13120, South Korea; Yonsei University, Seoul, 03722, South Korea; Hankyong National University, Ansung, 17579, South Korea; Seoul National University of Science and Technology, Seoul, 01811, South Korea; Center for Energy Science and Technology (CEST), Skolkovo Institute of Science and Technology (Skoltech), Bolshoy Boulevard 30, bld. 1, Moscow, 121205, Russian Federation","Choi, S., Gachon University, Seongnam, 13120, South Korea; Kang, Y.C., Yonsei University, Seoul, 03722, South Korea; Kim, K.-H., Hankyong National University, Ansung, 17579, South Korea; Lee, Y.-I., Seoul National University of Science and Technology, Seoul, 01811, South Korea; Terzija, V., Center for Energy Science and Technology (CEST), Skolkovo Institute of Science and Technology (Skoltech), Bolshoy Boulevard 30, bld. 1, Moscow, 121205, Russian Federation","Continuous wind speed variations fluctuate the active power of a wind turbine generator (WTG), thereby causing grid frequency fluctuations. Difficulty arises in alleviating the frequency fluctuations during normal operation, if WTGs continue to operate maximum power point tracking even for a high wind penetration level. This paper proposes a novel frequency-responsive power-smoothing scheme for a doubly-fed induction generator (DFIG) that can maintain the frequency deviations within a narrow range during normal operation of a power grid. To decrease the frequency in the overfrequency section, the proposed scheme decreases the DFIG active power, thereby absorbing energy into the rotating masses of a DFIG. To increase the frequency in the underfrequency section, the proposed scheme increases the active power, thereby releasing energy from the rotating masses. In the medium and high rotor speed regions, to improve the frequency-regulating capability, the proposed control gain increases as a fourth-order polynomial of the rotor speed. To avoid overdeceleration in the low rotor speed region, the control gain decreases as a sixth-order polynomial of the rotor speed as the rotor speed decreases. The simulation results clearly demonstrate that the proposed scheme significantly mitigates the frequency fluctuations under various wind conditions even in high wind penetration levels. © 2021 Elsevier Ltd","Frequency deviation loop; Frequency fluctuations; Frequency-regulating capability; Frequency-responsive power smoothing; Variable control gain","Electric fault currents; Electric machine control; Electric power transmission networks; Maximum power point trackers; Speed; Wind; Wind turbines; Active power; Doubly fed induction generators; Frequency deviation loop; Frequency fluctuation; Frequency-regulating capability; Frequency-responsive power smoothing; Normal operations; Power smoothing; Rotor speed; Variable control gain; Asynchronous generators",Article,"Final","",Scopus,2-s2.0-85104391206
"Lee J., Kim M., Kim S., Choi S.","55934195800;56123043900;57204816271;7408119103;","An Isolated Single-Switch ZCS Resonant Converter with High Step-Up Ratio",2021,"IEEE Transactions on Power Electronics","36","10","9403973","11555","11564",,,"10.1109/TPEL.2021.3072647","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104241426&doi=10.1109%2fTPEL.2021.3072647&partnerID=40&md5=0d3f550bbaab1ed724a52c85b6e7307e","Department of Electrical and Information Engineering, Seoul National University of Science and Technology, Seoul, 01811, South Korea","Lee, J., Department of Electrical and Information Engineering, Seoul National University of Science and Technology, Seoul, 01811, South Korea; Kim, M., Department of Electrical and Information Engineering, Seoul National University of Science and Technology, Seoul, 01811, South Korea; Kim, S., Department of Electrical and Information Engineering, Seoul National University of Science and Technology, Seoul, 01811, South Korea; Choi, S., Department of Electrical and Information Engineering, Seoul National University of Science and Technology, Seoul, 01811, South Korea","This article proposes an isolated high step-up resonant converter which is suitable for low power application. The proposed converter is simple in structure since it employs only one switch while not necessitating a clamp circuit. Also, the proposed converter is able to achieve ZCS turn-on and turn-off of the switch and ZCS turn-off of diodes using a parallel resonant circuit, resulting in high efficiency. Furthermore, the proposed converter has reduced transformer volume due to zero dc-offset current in transformer. Experimental results on 450-W prototype are provided to validate the proposed concept. © 1986-2012 IEEE.","High step-up; resonant converter; single switch; soft switching","DC transformers; Resonant circuits; Zero current switching; Clamp circuit; Dc offset currents; High step-up ratios; High step-ups; High-efficiency; Low power application; Parallel resonant circuit; Resonant converters; Power converters",Article,"Final","",Scopus,2-s2.0-85104241426
"Le T.-T., Kim S., Choi S.","57210833037;57204816271;7408119103;","A Four-Phase Current-Fed Push-Pull DAB Converter for Wide-Voltage-Range Applications",2021,"IEEE Transactions on Power Electronics","36","10","9392268","11383","11396",,1,"10.1109/TPEL.2021.3069964","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103755000&doi=10.1109%2fTPEL.2021.3069964&partnerID=40&md5=fc9e624a91a2893bea5cf4842d3d83aa","Department of Electrical and Information Engineering, Seoul National University of Science and Technology, Seoul, 01811, South Korea","Le, T.-T., Department of Electrical and Information Engineering, Seoul National University of Science and Technology, Seoul, 01811, South Korea; Kim, S., Department of Electrical and Information Engineering, Seoul National University of Science and Technology, Seoul, 01811, South Korea; Choi, S., Department of Electrical and Information Engineering, Seoul National University of Science and Technology, Seoul, 01811, South Korea","In this article, a four-phase current-fed push-pull dual active bridge converter is proposed for applications requiring high power and a wide-voltage range. In addition to the conventional advantages of a small filter inductor, a small clamp capacitor, and low current stress in the primary switches due to the effect of four-phase interleaving, the proposed converter has a low total rms current of switches when operating at a wide-voltage range compared with the existing two- and three-phase converters. Also, the proposed converter was shown to be capable of the complete ZVS turn-on of all switches under a wide duty cycle range of 0.25-0.75 in both power-flow directions when small auxiliary inductors were added. A balanced four-phase transformer structure is proposed not only to cancel the dc-flux offset caused by the dc component of the primary winding current but also to reduce the core volume, footprint, and height of the transformer compared with the separated-core transformer. The experimental results from a 15-kW prototype are provided to validate the proposed concepts. The converter achieved a peak efficiency of 98% and maintained high efficiency when operated at a wide-voltage range. © 1986-2012 IEEE.","Bidirectional dc-dc converter; current-fed; dual-active-bridge; four-phase; high power; push-pull; wide-voltage range","DC transformers; Efficiency; Electric load flow; Clamp capacitors; Dual active bridge converter; Filter inductors; High-efficiency; Peak efficiency; Three-phase converter; Wide duty-cycle range; Winding currents; Power converters",Article,"Final","",Scopus,2-s2.0-85103755000
"Hyun K., Lee J., Kang S., Kwon Y.","55903311600;57219652086;57200371574;7403457084;","Effect of the protection layer formed by cross-linked gelatin on the stability and performance of glucose and oxygen fuel cells",2021,"Journal of Energy Chemistry","61",,,"155","162",,2,"10.1016/j.jechem.2021.01.033","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103652306&doi=10.1016%2fj.jechem.2021.01.033&partnerID=40&md5=275d513fbb3838177ebb78698f4f91af","Graduate School of Energy and Environment, Seoul National University of Science and Technology, 232 Gongneung-ro, Nowon-gu, Seoul, 01811, South Korea; Department of Chemical and Biomolecular Engineering, Seoul National University of Science and Technology, 232 Gongneung-ro, Nowon-gu, Seoul, 01811, South Korea","Hyun, K., Graduate School of Energy and Environment, Seoul National University of Science and Technology, 232 Gongneung-ro, Nowon-gu, Seoul, 01811, South Korea; Lee, J., Graduate School of Energy and Environment, Seoul National University of Science and Technology, 232 Gongneung-ro, Nowon-gu, Seoul, 01811, South Korea; Kang, S., Graduate School of Energy and Environment, Seoul National University of Science and Technology, 232 Gongneung-ro, Nowon-gu, Seoul, 01811, South Korea; Kwon, Y., Graduate School of Energy and Environment, Seoul National University of Science and Technology, 232 Gongneung-ro, Nowon-gu, Seoul, 01811, South Korea, Department of Chemical and Biomolecular Engineering, Seoul National University of Science and Technology, 232 Gongneung-ro, Nowon-gu, Seoul, 01811, South Korea","A glucose oxidation catalyst comprising carbon nanotube, tetrathiafulvalene (TTF), gelatin, glutaraldehyde (GA) and glucose oxidase (GOx) (CNT/[TTF-GOx]/Gelatin + GA) is suggested to enhance the reactivity of glucose oxidation reaction (GOR), and the performance and stability of enzymatic biofuel cells (EBCs) using this catalyst. In this catalyst, TTF is used as mediator to transfer electron effectively, while GA is crosslinked to gelatin to form non-soluble network. The structure prevents the dissolution of gelatin from aqueous electrolyte and reduces the leaching-out of GOx and TTF molecules. To confirm the crosslinking effect of GA and gelatin, Fourier-transform infrared spectroscopy (FT-IR) and electrochemical evaluations are utilized. According to FT-IR analysis, it was observed that the amide I peak shifted after crosslinking. This is evidence showing the appropriate network formation and the reactivity of CNT/[TTF-GOx]/Gelatin + GA is well preserved even after multiple potential cycling. In addition, its GOx activity is regularly monitored for one month and the measurements prove that the structure prevents the leaching out of GOx molecules. Based on that, EBC using the anodic catalyst shows excellent performances, such as open circuit voltage of 0.75 V and maximum power density of 184 μW/cm2. © 2021 Science Press","Crosslinking of glutaraldehyde and gelatin; Enzymatic biofuel cell; Hemi-acetal bond group; Tetrathiafulvalene","Amides; Biofuels; Carbon nanotubes; Electrolytes; Fourier transform infrared spectroscopy; Fuel cells; Glucose oxidase; Glucose sensors; Molecules; Open circuit voltage; Oxygen; Crosslinking of glutaraldehyde and gelatin; Fourier transform infra reds; Glucose oxidation; Glutaraldehydes; Hemi-acetal bond group; Performance; Protection layers; Tetrathiafulvalenes; Transform infrared spectroscopy; ]+ catalyst; Glucose",Article,"Final","",Scopus,2-s2.0-85103652306
"Kim B., Kim E.","56125078800;56147492200;","BIASES in INTEGER PARTITIONS",2021,"Bulletin of the Australian Mathematical Society","104","2",,"177","186",,,"10.1017/S0004972720001495","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099566407&doi=10.1017%2fS0004972720001495&partnerID=40&md5=91f5d58068202b5bfa6703b0c161165e","School of Liberal Arts, Seoul National University of Science and Technology, 232 Gongneung-ro, Nowon-gu, Seoul, 1811, South Korea; Institute of Mathematical Sciences, Ewha Womans University, 52 Ewhayeodae-gil, Seodaemun-gu, Seoul, 03760, South Korea","Kim, B., School of Liberal Arts, Seoul National University of Science and Technology, 232 Gongneung-ro, Nowon-gu, Seoul, 1811, South Korea; Kim, E., Institute of Mathematical Sciences, Ewha Womans University, 52 Ewhayeodae-gil, Seodaemun-gu, Seoul, 03760, South Korea","We show that there are biases in the number of appearances of the parts in two residue classes in the set of ordinary partitions. More precisely, let pj,k,m(n) be the number of partitions of n such that there are more parts congruent to j modulo m than parts congruent to k modulo m for m ≥2. We prove that p1,0,m(n) is in general larger than p0,1,m(n). We also obtain asymptotic formulas for p1,0,m(n) and p0,1,m(n) for m ≥ 2. © 2021 Australian Mathematical Publishing Association Inc.","asymptotic formula; bias; partition",,Article,"Final","",Scopus,2-s2.0-85099566407
"Kim J.-H., Kim Y., Yoo S.-H.","57200530681;57221291639;56873063800;","Using a choice experiment to explore the public willingness to pay for the impacts of improving energy efficiency of an apartment",2021,"Quality and Quantity","55","5",,"1775","1793",,,"10.1007/s11135-020-01080-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098714371&doi=10.1007%2fs11135-020-01080-9&partnerID=40&md5=42b9c4989e141df443aca6a3205484ad","Department of Energy Policy, Graduate School of Energy and Environment, Seoul National University of Science and Technology, 232 Gongreung-Ro, Nowon-Gu, Seoul, 01811, South Korea","Kim, J.-H., Department of Energy Policy, Graduate School of Energy and Environment, Seoul National University of Science and Technology, 232 Gongreung-Ro, Nowon-Gu, Seoul, 01811, South Korea; Kim, Y., Department of Energy Policy, Graduate School of Energy and Environment, Seoul National University of Science and Technology, 232 Gongreung-Ro, Nowon-Gu, Seoul, 01811, South Korea; Yoo, S.-H., Department of Energy Policy, Graduate School of Energy and Environment, Seoul National University of Science and Technology, 232 Gongreung-Ro, Nowon-Gu, Seoul, 01811, South Korea","It is quite important to improve energy efficiency of an apartment in South Korea since it is the most common residential space. The government needs information about the public willingness to pay (WTP) for the impacts of the improvement. This article explores the public WTP employing a choice experiment (CE). To this end, four attributes of reduction in greenhouse gas emissions, abatement in air pollutant emissions, betterment in residential convenience, and enhancement energy security were selected for the impacts. The price attribute was the additional price involved in improving energy efficiency of an apartment per 3.3m2. A total of 1000 interviewees were surveyed across the country through person-to-person interviews. A mixed logit model was applied in estimating a utility function from the gathered CE data to allow for preference heterogeneity. All the coefficient estimates for the utility function showed statistical significance. The marginal WTP estimates for a 1%p reduction in greenhouse gas emissions, a 1%p abatement in air pollutant emissions, betterment in residential convenience, and enhancement in energy security were KRW 31,740 (USD 28.2), 13,289 (USD 11.8), 64,799 (USD 57.6), and 119,723 (USD 106.4) per 3.3m2, respectively. These figures indicate the price premium for an apartment with improved energy efficiency. © 2021, The Author(s), under exclusive licence to Springer Nature B.V. part of Springer Nature.","Apartment; Choice experiment; Energy efficiency; Preference heterogeneity; Willingness to pay",,Article,"Final","",Scopus,2-s2.0-85098714371
"Ramakrishnan P., Beom Lee K., Choi G.-J., Park I.-K., Inn Sohn J.","56040942300;57226383572;57208886800;7403239751;55600672200;","Porous hollow nanorod structured chromium-substituted inverse spinel compound: An efficient oxygen evolution reaction catalyst",2021,"Journal of Industrial and Engineering Chemistry","101",,,"178","185",,,"10.1016/j.jiec.2021.06.015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111405881&doi=10.1016%2fj.jiec.2021.06.015&partnerID=40&md5=aa59c0ee4e798ced5c73e1f835295ce1","Division of Physics and Semiconductor Science, Dongguk University, 30, Pildong-ro 1gil, Jungu-gu, Seoul, 04620, South Korea; Department of Materials Science and Engineering, Seoul National University of Science and Technology, Seoul, 01811, South Korea","Ramakrishnan, P., Division of Physics and Semiconductor Science, Dongguk University, 30, Pildong-ro 1gil, Jungu-gu, Seoul, 04620, South Korea; Beom Lee, K., Division of Physics and Semiconductor Science, Dongguk University, 30, Pildong-ro 1gil, Jungu-gu, Seoul, 04620, South Korea; Choi, G.-J., Department of Materials Science and Engineering, Seoul National University of Science and Technology, Seoul, 01811, South Korea; Park, I.-K., Department of Materials Science and Engineering, Seoul National University of Science and Technology, Seoul, 01811, South Korea; Inn Sohn, J., Division of Physics and Semiconductor Science, Dongguk University, 30, Pildong-ro 1gil, Jungu-gu, Seoul, 04620, South Korea","Spinel-based oxygen evolution reaction (OER) catalyst using various cation substitution strategies is gained importance due to its improved catalyst performance. Herein, we report the chromium (Cr)-substituted nickel ferrite, inverse spinel compound (NiCrFeO4) of porous hollow nanostructure using a simple electrospinning approach. The developed inverse spinel compound displays a nanorod-shaped nanostructure of an overall diameter of 60 ± 10 nm and an inner hollow thickness of 30 ± 10 nm. In this study, the Cr-substituted catalyst delivers an overpotential value of 298 mV which is lower than the developed electrospun-based Cr-free NiFe2O4 (330 mV) and the commercial-based NiFe2O4 (330 mV) compound at 10 mA cm−1 under 1 M KOH. Further, the Cr-substituted catalyst exhibits a low Tafel slope value of 44.7 mV dec-1 than the RuO2 catalyst (63.7 mV dec-1). In addition, the catalyst is able to deliver excellent OER durability of 14 hrs at voltage retention of 94.5 % at 10 mA cm−2 condition. In this study, a simple method and a favorable nanostructure to unveil a potential OER candidate are developed. © 2021 The Korean Society of Industrial and Engineering Chemistry","Electrocatalyst; Hollow structure; Nanorod; Nickel ferrite; Spinel; Substitution","Catalysts; Inverse problems; Iron compounds; Nanorods; Nickel compounds; Oxygen; Oxygen evolution reaction; Potassium hydroxide; Ruthenium compounds; Catalyst performance; Cation substitutions; Hollow nanostructures; Inverse spinel; Nickel ferrite; Overpotential; Oxygen evolution reaction (oer); Tafel slope values; Chromium compounds",Article,"Final","",Scopus,2-s2.0-85111405881
"Lim K.-K., Kim J.-H., Yoo S.-H.","57213982675;57200530681;56873063800;","Do people put more value on electricity produced using waste-to-hydrogen? Findings from South Korea",2021,"International Journal of Hydrogen Energy","46","64",,"32358","32363",,,"10.1016/j.ijhydene.2021.07.118","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111958043&doi=10.1016%2fj.ijhydene.2021.07.118&partnerID=40&md5=61cd7b650c88ecdf41fe45351eb37e09","Department of Energy Policy, Graduate School of Convergence Science, Seoul National University of Science & Technology, 232 Gongreung-Ro, Nowon-Gu, Seoul, 01811, South Korea","Lim, K.-K., Department of Energy Policy, Graduate School of Convergence Science, Seoul National University of Science & Technology, 232 Gongreung-Ro, Nowon-Gu, Seoul, 01811, South Korea; Kim, J.-H., Department of Energy Policy, Graduate School of Convergence Science, Seoul National University of Science & Technology, 232 Gongreung-Ro, Nowon-Gu, Seoul, 01811, South Korea; Yoo, S.-H., Department of Energy Policy, Graduate School of Convergence Science, Seoul National University of Science & Technology, 232 Gongreung-Ro, Nowon-Gu, Seoul, 01811, South Korea","South Korea is pushing for the waste-to-hydrogen (W2H) project to reduce greenhouse gases and utilize plastic and vinyl waste (PVW) while reducing environmental pollution from PVW. This research seeks to estimate additional willingness to pay (WTP) for electricity produced using W2H over that produced using traditional power sources, such as coal and nuclear. For the purpose of the estimation, a contingent valuation survey of 1000 people was performed employing the closed-ended one-and-one-half-bound question during November 2020. A spike model is utilized to reflect zero WTP values that a number of interviewees reported in the survey. Several factors affecting the additional WTP were also analyzed to derive implications. The average WTP was computed as KRW 27.7 (USD 0.025) per kWh with statistical significance, which reaches 26.4% of the electricity price. One more point to note is that 54.3% of the respondents stated a zero WTP as they thought that W2H is of no value to them or were worried that the W2H project could increase electricity bills. © 2021 Hydrogen Energy Publications LLC","Contingent valuation; Plastic and vinyl waste; Pyrolysis clean oil; Waste-to-hydrogen; Willingness to pay","Electric power generation; Greenhouse gases; Surveys; Contingent valuations; Environmental pollutions; Greenhouses gas; Plastic and vinyl waste; Power sources; Pyrolyse clean oil; South Korea; Valuation surveys; Waste-to-hydrogen; Willingness to pay; Pyrolysis",Article,"Final","",Scopus,2-s2.0-85111958043
"Kang W., Ahn J.S., Han J.H.","57213269771;57224539148;35722028800;","Seed layer mediated growth of high dielectric and low leakage BaTiO3 thin film using two-step sputtering process",2021,"Ceramics International","47","18",,"25826","25831",,,"10.1016/j.ceramint.2021.05.311","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107834119&doi=10.1016%2fj.ceramint.2021.05.311&partnerID=40&md5=bd5885089eecb3570c852b61266739b8","Department of Materials Science and Engineering, Seoul National University of Science and Technology, Seoul, 01811, South Korea","Kang, W., Department of Materials Science and Engineering, Seoul National University of Science and Technology, Seoul, 01811, South Korea; Ahn, J.S., Department of Materials Science and Engineering, Seoul National University of Science and Technology, Seoul, 01811, South Korea; Han, J.H., Department of Materials Science and Engineering, Seoul National University of Science and Technology, Seoul, 01811, South Korea","In this study, we demonstrated the seed layer mediated growth of high-quality BaTiO3 (BTO) thin films using a two-step radio frequency (RF) magnetron sputtering process. Since the as-grown BTO thin films obtained by RF magnetron sputtering at the deposition temperatures of 300–500 °C were amorphous with a low dielectric constant of 20, it is necessary to develop a fabrication process for obtaining crystalline high-k BTO thin films without sacrificing other film properties such as morphology and leakage current. First, it was revealed that ex-situ post-deposition annealing (PDA) at high temperatures in the 700–800 °C range led to the crystallization of BTO films and a high dielectric constant of 121. However, the film morphology deteriorated significantly during PDA, and consequently, a high leakage current was observed due to the rough and discontinuous surface containing voids and micro-cracks. To achieve an excellent leakage current characteristic as well as a high dielectric constant for a crystalline BTO thin film, in-situ crystallization was carried out through local epitaxial growth using a crystalline seed layer. The crystalline BTO seed layer was formed by annealing a 5-nm-thick amorphous BTO film at 700 °C on which the in-situ crystallized BTO main layer was deposited at 500 °C. The in-situ crystallization method resulted in a smooth and uniform surface and a high dielectric constant of 113. In addition, the in-situ crystallized BTO film exhibited a low leakage current density of 10−6 A/cm2 (at 0.8 V) displaying an improvement by a factor of 103 compared to the ex-situ crystallized BTO film. © 2021 Elsevier Ltd and Techna Group S.r.l.","BaTiO3; Dielectric constant; Leakage current; Rapid thermal annealing; Seed layer; Two-step sputtering","Annealing; Barium titanate; Crystalline materials; Film growth; Leakage currents; Magnetron sputtering; Morphology; Thin films; 'current; BaTiO$-3$; Ex situ; High dielectric constants; Post deposition annealing; Radio-frequency-magnetron sputtering; Seed layer; Thermal-annealing; Thin-films; Two-step sputtering; Permittivity",Article,"Final","",Scopus,2-s2.0-85107834119
"Park S., Choe D., Lee J.J., Kim C.","57218449548;57222633380;36016894400;7409879911;","A benzyl carbazate-based colorimetric chemosensor for relay detection of Cu2+ and S2− in near-perfect aqueous media",2021,"Journal of Molecular Structure","1240",,"130576","","",,,"10.1016/j.molstruc.2021.130576","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106246568&doi=10.1016%2fj.molstruc.2021.130576&partnerID=40&md5=33954d2a9bc64d8a62950409c20d3b27","Department of Fine Chem., Seoul National Univ. of Sci. and Tech. (SNUT), Seoul, 01811, South Korea","Park, S., Department of Fine Chem., Seoul National Univ. of Sci. and Tech. (SNUT), Seoul, 01811, South Korea; Choe, D., Department of Fine Chem., Seoul National Univ. of Sci. and Tech. (SNUT), Seoul, 01811, South Korea; Lee, J.J., Department of Fine Chem., Seoul National Univ. of Sci. and Tech. (SNUT), Seoul, 01811, South Korea; Kim, C., Department of Fine Chem., Seoul National Univ. of Sci. and Tech. (SNUT), Seoul, 01811, South Korea","A benzyl carbazate-based colorimetric chemosensor HB (benzyl (E)-2-(2-hydroxy-3methoxy-5-nitrobenzylidene)hydrazine-1-carboxylate) was synthesized and used for relay detection of Cu2+ and S2−. HB can sense Cu2+ by the color variation from yellow to colorless and be used in real sample. HB-Cu2+ detected S2− though demetallation with color variation form colorless to yellow. Detection limits of HB for Cu2+ and S2− were calculated to be 0.20 and 0.60 μM which are greatly below WHO guidelines (31.4 and 14.8 μM). In addition, HB and HB-Cu2+ could detect Cu2+ and S2−, respectively, without any interference of other ions. The detection processes of HB to Cu2+ and S2− were illustrated by ESI-MS, UV-visible spectroscopy and DFT calculation. © 2021","Chemosensor; Colorimetric; Cu2+; S2−; Water samples","Colorimetry; Copper compounds; Nitrogen compounds; Ultraviolet visible spectroscopy; Aqueous media; Chemosensor; Color variations; Colorimetric chemosensor; Cu2+; Demetallation; Real samples; S2−; Synthesised; Water samples; Color",Article,"Final","",Scopus,2-s2.0-85106246568
"Kim J.-K., Yang J.-M.","55804518000;55719584100;","Analysis of bearing strength of post-tensioning anchorage zone with respect to relative bearing area and lateral confinement design",2021,"Applied Sciences (Switzerland)","11","18","8386","","",,,"10.3390/app11188386","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114684180&doi=10.3390%2fapp11188386&partnerID=40&md5=269593c646a8c138f281c8515b3c21c5","Department of Civil Engineering, Seoul National University of Science and Technology, 232 Gongneung-ro, Nowon-gu, Seoul, 01811, South Korea; Department of Civil Engineering, Keimyung University, 1095 Dalgubeol-daero, Dalseo-gu, Daegu, 42601, South Korea","Kim, J.-K., Department of Civil Engineering, Seoul National University of Science and Technology, 232 Gongneung-ro, Nowon-gu, Seoul, 01811, South Korea; Yang, J.-M., Department of Civil Engineering, Keimyung University, 1095 Dalgubeol-daero, Dalseo-gu, Daegu, 42601, South Korea","This study aimed to evaluate the bearing strength of the post-tensioning anchorage zone with respect to the relative bearing area and lateral confinement design of spiral and stirrup rebars. Eleven specimens were fabricated and tested to fracture in accordance with EAD 160004-00-0301. Load-displacement curves and fracture modes were analyzed. Then, the conventional design equation for the bearing strength and previous findings on the relative bearing area was re-investigated in comparison with the test results. From the test, the representative findings are as follows: (1) A specimen with relatively small size and less lateral reinforcement is more likely to be affected by the wedge action of the anchorage device; however, a larger specimen is affected by both concrete crushing and/or spalling; (2) The behavior of the anchorage zone is markedly affected by the local behavior near the anchorage bearing plate, and the sectional efficiency is mostly determined by A/Ag; (3) For specimens with A/Ag = 9.52, the proportional limit of the load-displacement curve is determined by the yield of spiral rebar or fracture of the bearing plate, but the later part of the curve is determined by lateral confinement; (4) The maximum A/Ag that could produce 100% sectional efficiency is about 2.0 for the anchorage bearing plate used in the test; (5) For a fully confined specimen with a small-diameter spiral for minimum anchorage spacing, the stirrup rebar design mainly influences crack occurrence and patterns when the size of the specimen is equal to the minimum anchorage spacing; however, the area of the load-displacement curve after the proportional limit as well as crack occurrence and patterns are also influenced by stirrup rebar design when A/Ag is relatively large; (6) Finally, a revised design model is proposed to effectively estimate the ultimate bearing strength of the post-tensioning anchorage zone without respect to A/Ag . From the comparison of the design equations, it was concluded that the proposed equation provides a more reliable prediction with a 14.0% average error rate and 5.7% standard deviation of error rate. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.","Anchorage zone; Bearing strength; Minimum anchorage spacing; Post-tension; Relative bearing area",,Article,"Final","",Scopus,2-s2.0-85114684180
