Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
"Fang Z., Fei F., Fang Y., Lee C., Xiong N., Shu L., Chen S.","13605852400;15076494800;8435698900;55700514400;35231569200;35248927000;57112827900;","Abnormal event detection in crowded scenes based on deep learning",2016,"Multimedia Tools and Applications","75","22",,"14617","14639",,67,"10.1007/s11042-016-3316-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84957934381&doi=10.1007%2fs11042-016-3316-3&partnerID=40&md5=fbc08d35edbdaaa5a7353596e932545d","School of Information Technology, Jiangxi University of Finance and Economics, Nanchang, 330032, China; School of Electronic and Electrical Engineering, Shanghai University of Engineering Science, Shanghai, 201620, China; Modern Economics & Management College, Jiangxi University of Finance and Economics, Nanchang, 330013, China; Department of Computational Science and Engineering, Seoul National University of Science and Technology, Seoul, South Korea","Fang, Z., School of Information Technology, Jiangxi University of Finance and Economics, Nanchang, 330032, China, School of Electronic and Electrical Engineering, Shanghai University of Engineering Science, Shanghai, 201620, China; Fei, F., School of Information Technology, Jiangxi University of Finance and Economics, Nanchang, 330032, China, Modern Economics & Management College, Jiangxi University of Finance and Economics, Nanchang, 330013, China; Fang, Y., School of Information Technology, Jiangxi University of Finance and Economics, Nanchang, 330032, China; Lee, C., Department of Computational Science and Engineering, Seoul National University of Science and Technology, Seoul, South Korea; Xiong, N., School of Information Technology, Jiangxi University of Finance and Economics, Nanchang, 330032, China; Shu, L., School of Information Technology, Jiangxi University of Finance and Economics, Nanchang, 330032, China; Chen, S., School of Information Technology, Jiangxi University of Finance and Economics, Nanchang, 330032, China","In this paper, we propose to use the deep learning technique for abnormal event detection by extracting spatiotemporal features from video sequences. Human eyes are often attracted to abnormal events in video sequences, thus we firstly extract saliency information (SI) of video frames as the feature representation in the spatial domain. Optical flow (OF) is estimated as an important feature of video sequences in the temporal domain. To extract the accurate motion information, multi-scale histogram optical flow (MHOF) can be obtained through OF. We combine MHOF and SI into the spatiotemporal features of video frames. Finally a deep learning network, PCANet, is adopted to extract high-level features for abnormal event detection. Experimental results show that the proposed abnormal event detection method can obtain much better performance than the existing ones on the public video database. © 2016, Springer Science+Business Media New York.","Abnormal event detection; Crowd analysis; Deep learning; Optical flow; Saliency information","Learning systems; Optical flows; Video recording; Abnormal event detections; Crowd analysis; Deep learning; Feature representation; High-level features; Important features; Saliency information; Spatio temporal features; Feature extraction",Article,"Final","",Scopus,2-s2.0-84957934381
"Shahzad A., Lee M., Lee C., Xiong N., Kim S., Lee Y.-K., Kim K., Woo S.-M., Jeong G.","6602493297;55651369800;55700514400;35231569200;57223661189;36068569700;15519369000;8875053000;55874986700;","The protocol design and New approach for SCADA security enhancement during sensors broadcasting system",2016,"Multimedia Tools and Applications","75","22",,"14641","14668",,9,"10.1007/s11042-015-3050-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84947794119&doi=10.1007%2fs11042-015-3050-2&partnerID=40&md5=6f6065b5b4e3eb732e334566359b1d29","M561-756, Center for Advanced Image and Information Technology,School of Electronics & Information Engineering, Chon Buk National University, 664-14, 1Ga, Deokjin-Dong, Jeonju, Chon Buk, South Korea; Department of Computer Science and Engineering, Seoul National University of Science and Technology (SeoulTech), Seoul, South Korea; School of Computer Science, Colorado Technical University, Colorado, United States; M561-756, Department of Software Engineering, Chon Buk National University, 664-14, 1Ga, Deokjin-Dong, Jeonju, Chon Buk, South Korea; M561-756, Department of Orthopedic Surgery, Chonbuk National University Hospital, Jeonju, South Korea; M570-752, Division of Biotechnology, College of Environmental & Bioresource Sciences, Chonbuk National University, Iksan, 570-752, South Korea; M561-756,JINI Co. Ltd., B-102, Technobill, 109 banryong-load, Deokjin Gu, JeonJu si, Jeollabuk-do, South Korea; M561-756, Department of Fire Service Administration, WonKwang University, Iksan, South Korea","Shahzad, A., M561-756, Center for Advanced Image and Information Technology,School of Electronics & Information Engineering, Chon Buk National University, 664-14, 1Ga, Deokjin-Dong, Jeonju, Chon Buk, South Korea; Lee, M., M561-756, Center for Advanced Image and Information Technology,School of Electronics & Information Engineering, Chon Buk National University, 664-14, 1Ga, Deokjin-Dong, Jeonju, Chon Buk, South Korea; Lee, C., Department of Computer Science and Engineering, Seoul National University of Science and Technology (SeoulTech), Seoul, South Korea; Xiong, N., School of Computer Science, Colorado Technical University, Colorado, United States; Kim, S., M561-756, Department of Software Engineering, Chon Buk National University, 664-14, 1Ga, Deokjin-Dong, Jeonju, Chon Buk, South Korea; Lee, Y.-K., M561-756, Department of Orthopedic Surgery, Chonbuk National University Hospital, Jeonju, South Korea; Kim, K., M570-752, Division of Biotechnology, College of Environmental & Bioresource Sciences, Chonbuk National University, Iksan, 570-752, South Korea; Woo, S.-M., M561-756,JINI Co. Ltd., B-102, Technobill, 109 banryong-load, Deokjin Gu, JeonJu si, Jeollabuk-do, South Korea; Jeong, G., M561-756, Department of Fire Service Administration, WonKwang University, Iksan, South Korea","Several security mechanisms have been investigated and deployed that provide protection for real time platforms. Each security mechanism is contributed to enhance the SCADA system security, but at the same time, the mechanism is limited and depended on the other protocols for the purposes of message security, and its delivery. Few researches are conducted on security for SCADA broadcasting system, but these are limited to end-to-end designs and developments. The security developments for multicasting and broadcasting systems are much complicated, time consumed and/or overloaded with the cryptography mechanisms. After conducting the detail survey, a simulation environment for SCADA water pumping system is designed in-which number of nodes is configured and well known cryptography algorithms are selected, and deployed as an inclusive development for SCADA/DNP3 broadcasting system. The inclusive security development is considered with the best performance, and with predominant weakness in mind, which are present in SCADA/DNP3 broadcasting system. However, overall communication is initiated, monitored and controlled at main controller side with the user defined human machine interface (HMI). © 2015, Springer Science+Business Media New York.","Cryptography dynamic buffer; Cryptography mechanisms; Distributed network protocol; SCADA Broadcasting system; Supervisory control and data acquisition","Cryptography; Data acquisition; Multicasting; Network protocols; SCADA systems; Broadcasting systems; Cryptography algorithms; Distributed network protocols; Human Machine Interface; Security mechanism; Simulation environment; Supervisory control and data acquisition; Water pumping systems; Broadcasting",Article,"Final","",Scopus,2-s2.0-84947794119
"Chu H.-C., Yin M.-H., Hsu C.-H., Park J.H.","35172482900;7202263901;7404945944;55665406600;","The disclosure of evaporating digital trails respecting the combinations of Gmail and IE for pervasive multimedia",2016,"Multimedia Tools and Applications","75","22",,"14039","14055",,1,"10.1007/s11042-014-2194-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84905293874&doi=10.1007%2fs11042-014-2194-9&partnerID=40&md5=464f9133eb232497f236037ce1312084","Department of International Business, National Taichung University of Education, 140 Min-Shen Road, Taichung, 40306, Taiwan; School of Computer Science and Information Technology, Northeast Normal University, Changchun, Jilin Province  130024, China; Department of Computer Science and Information Engineering, ChungHua University, Hsinchu, 30012, Taiwan; Department of Computer Science and Engineering, Seoul National University of Science and Technology, 172 Gongneung-dong 2, Nowon-gu, 139743, South Korea","Chu, H.-C., Department of International Business, National Taichung University of Education, 140 Min-Shen Road, Taichung, 40306, Taiwan; Yin, M.-H., School of Computer Science and Information Technology, Northeast Normal University, Changchun, Jilin Province  130024, China; Hsu, C.-H., Department of Computer Science and Information Engineering, ChungHua University, Hsinchu, 30012, Taiwan; Park, J.H., Department of Computer Science and Engineering, Seoul National University of Science and Technology, 172 Gongneung-dong 2, Nowon-gu, 139743, South Korea","Unquestionably, the proliferation of mobile devices has dominated the main streams in contemporary ubiquitous wireless networks. Unfortunately, the misappropriating of those state-of-the-art gadgets has resulted in unprecedented information security issues in next generation cyberspace security arena. This paper illustrates the essence of generic procedures to provide the probative digital evidences for a typical Gmail Chat session in connection with the IE browser under different scenarios. When the computer-related information security issues arise with regard to the company, the corporate information incident response team should be able to disclose and preserve the evaporating digital trails following the right procedures to avoid the volatile characteristics in their natures. Furthermore, the design of the experiments of the paper identifies four cases to demonstrate the feasibility, availability, reliability, and traceability among them, which are essential for the corporate information security staffs to seriously consider when mushrooming cyber crimes are unknowingly and hastily burgeoning in an unparalleled manner. The organizations might have to scrutinize the negligible digital trails with cognitive expertise instead of entirely relying on law enforcement agencies from the public sectors due to the time constraints as well as publicity concerns or the minor computing resource policy violation unwarily occurred by the employees accordingly. © 2014, Springer Science+Business Media New York.","Cloud computing; Evaporating digital trails; Incident response team; Instant message; Next generation cyberspace security; Web browser forensics","Cloud computing; Computers; Mobile devices; Mobile telecommunication systems; Corporate information; Cyberspaces; Design of the experiment; Evaporating digital trails; Incident response; Instant messages; Law-enforcement agencies; Ubiquitous wireless networks; Security of data",Article,"Final","",Scopus,2-s2.0-84905293874
"Kim H.-Y., Park S.-Y., Yoo S.-H.","57191486119;57191481784;56873063800;","Public acceptability of introducing a biogas mandate in Korea: A contingent valuation study",2016,"Sustainability (Switzerland)","8","11","1087","","",,17,"10.3390/su8111087","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000399187&doi=10.3390%2fsu8111087&partnerID=40&md5=63b932c0c24232a25b7d5b532f1f9739","Department of Energy Policy, Graduate School of Energy and Environment, Seoul National University of Science and Technology, 232 Gongreung-Ro, Nowon-Gu, Seoul, 01811, South Korea","Kim, H.-Y., Department of Energy Policy, Graduate School of Energy and Environment, Seoul National University of Science and Technology, 232 Gongreung-Ro, Nowon-Gu, Seoul, 01811, South Korea; Park, S.-Y., Department of Energy Policy, Graduate School of Energy and Environment, Seoul National University of Science and Technology, 232 Gongreung-Ro, Nowon-Gu, Seoul, 01811, South Korea; Yoo, S.-H., Department of Energy Policy, Graduate School of Energy and Environment, Seoul National University of Science and Technology, 232 Gongreung-Ro, Nowon-Gu, Seoul, 01811, South Korea","Biogas (BG), a renewable form of energy, can mitigate greenhouse gas emissions, unlike conventional gas. Thus, the Korean Government is considering the introduction of a BG mandate, in which the legal blend is 2% BG and 98% conventional gas (BG2), by 2020 to expand BG use. We should examine the public acceptability of the introduction, which will incur a rise in the gas price. This study attempts to assess the public's willingness to pay (WTP) for introducing the BG2 program in Korea. The WTP data were obtained from a one-and-one-half-bounded dichotomous choice contingent valuation survey of 1000 households. Because a considerable number of the respondents (63.4%) gave a zero WTP response, we applied a spike model to treat the WTP data with zero observations. The yearly mean WTP was computed as 2539 Korean won (KRW) (USD 2.5) per household for the next 10 years, which is also statistically meaningful at the 1% level. Expanding the value to the national population gives us KRW 50.7 billion (USD 49.5 million) per year. The present value of the total public WTP amounts to KRW372.7 billion (USD 368.4 million) using a social discount rate of 5.5%. We can conclude that gas consumers in Korea are ready to shoulder some of the financial burden of expanding the use of BG.. © 2016 by the authors.","Biogas; Contingent valuation; Public acceptability; Spike model; Willingness to pay","biogas; contingent valuation; discount rate; emission control; energy market; environmental modeling; governance approach; greenhouse gas; public service; willingness to pay; Korea",Article,"Final","",Scopus,2-s2.0-85000399187
"Wooh S., Lee S., Lee Y., Ryu J.H., Lee W.B., Yoon H., Char K.","55158409500;55798679100;57191824245;55891376400;57201348671;57204469200;7004871973;","Isolated Mesoporous Microstructures Prepared by Stress Localization-Induced Crack Manipulation",2016,"ACS Nano","10","10",,"9259","9266",,4,"10.1021/acsnano.6b03044","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994005698&doi=10.1021%2facsnano.6b03044&partnerID=40&md5=a60fea68500042d72f092f37851b4de3","National Creative Research Initiative Center for Intelligent Hybrids, World Class University Program for Chemical Convergence for Energy and Environment, School of Chemical and Biological Engineering, Seoul National University, Seoul, 08826, South Korea; School of Chemical and Biological Engineering, Seoul National University, Seoul, 08826, South Korea; Department of Chemical and Biomolecular Engineering, Seoul National University of Science and Technology, Seoul, 01811, South Korea","Wooh, S., National Creative Research Initiative Center for Intelligent Hybrids, World Class University Program for Chemical Convergence for Energy and Environment, School of Chemical and Biological Engineering, Seoul National University, Seoul, 08826, South Korea; Lee, S., National Creative Research Initiative Center for Intelligent Hybrids, World Class University Program for Chemical Convergence for Energy and Environment, School of Chemical and Biological Engineering, Seoul National University, Seoul, 08826, South Korea; Lee, Y., National Creative Research Initiative Center for Intelligent Hybrids, World Class University Program for Chemical Convergence for Energy and Environment, School of Chemical and Biological Engineering, Seoul National University, Seoul, 08826, South Korea; Ryu, J.H., School of Chemical and Biological Engineering, Seoul National University, Seoul, 08826, South Korea; Lee, W.B., School of Chemical and Biological Engineering, Seoul National University, Seoul, 08826, South Korea; Yoon, H., Department of Chemical and Biomolecular Engineering, Seoul National University of Science and Technology, Seoul, 01811, South Korea; Char, K., National Creative Research Initiative Center for Intelligent Hybrids, World Class University Program for Chemical Convergence for Energy and Environment, School of Chemical and Biological Engineering, Seoul National University, Seoul, 08826, South Korea","Cracks observed in brittle materials are mostly regarded as defects or failures. However, they can be a valuable tool when implemented in a controlled way. Here, we introduce a strategy to control the crack propagation of mesoporous micropatterns (prisms and pyramids), which leads to the isolation of well-defined microstructures. Mesoporous micropatterns were fabricated by the soft imprinting technique with wet TiO2 nanoparticle (NP) pastes, followed by sintering to remove organic components. Since the volume of the paste significantly shrinks during the sintering step, stress is localized at the edge of micropatterns, in good agreement with finite element method simulations, creating well-defined cracks and their propagation. It was demonstrated that the degree of stress localization is determined by the thickness of residual layers, NP size, and heating rate. After controlled crack propagation and delamination of microparticles from the substrates, mesoporous microwires and microparticles were successfully produced and functionalized from the isolated mesoporous prisms and pyramids. The method proposed in this study for controlled crack manipulation and delamination opens a door for straightforward and economical fabrication of well-defined mesoporous microparticles. © 2016 American Chemical Society.","crack manipulation; delamination; mesoporous prism(s); mesoporous pyramid(s); soft lithography; stress localization","Crack propagation; Cracks; Delamination; Finite element method; Lithography; Mesoporous materials; Microstructure; Prisms; Sintering; Economical fabrication; Finite element method simulation; Imprinting technique; Mesoporous; Organic components; Residual layers; Soft lithography; Stress localization; Failure (mechanical)",Article,"Final","",Scopus,2-s2.0-84994005698
"Damayanti W., Kim S., Yun J.-H.","57191204721;57191205625;8304192000;","Collision chain mitigation and hidden device-aware grouping in large-scale IEEE 802.11ah networks",2016,"Computer Networks","108",,,"296","306",,20,"10.1016/j.comnet.2016.09.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84987896345&doi=10.1016%2fj.comnet.2016.09.006&partnerID=40&md5=89d79b209fde336c0515677548b1c3c5","PT Telekomunikasi Indonesia International, Indonesia; Department of Electrical and Information Engineering, Seoul National University of Science and Technology, Seoul, South Korea","Damayanti, W., PT Telekomunikasi Indonesia International, Indonesia; Kim, S., Department of Electrical and Information Engineering, Seoul National University of Science and Technology, Seoul, South Korea; Yun, J.-H., Department of Electrical and Information Engineering, Seoul National University of Science and Technology, Seoul, South Korea","A new IEEE standard for large-scale wireless connectivity in IoT and M2M applications, called IEEE 802.11ah, has recently been introduced. A single access point (AP) of 802.11ah can provide connectivity to a large number of devices (up to 8192) with the communication range of up to 1 km. Due to such a large coverage area with a large number of connected devices, however, the hidden node problem of 802.11ah networks is severer than typical Wi-Fi networks. Especially, we observe that frequent occurrences of a collision chain results in significant deterioration of network performance even with the group-based access restriction mechanism of 802.11ah. To solve this problem, we propose a collision chain mitigation scheme that detects and interrupts a collision chain, lets a smaller number of devices contend thereafter and also provide the information from which a carrier-sensitivity table is constructed by AP. Although the proposed scheme mitigates performance deterioration due to a collision chain when occurred, collision chains still occur. So, we propose a grouping algorithm which can perform both initial grouping and regrouping from existing groups based on the carrier-sensitivity table constructed by the mitigation scheme so that only a negligible number of hidden devices remain in each group and the root cause of collision chain is obviated. Our simulation study shows that the mitigation scheme alone makes network throughput comparable to the case of no hidden devices and its combination with the grouping algorithm improves throughput performance over the 8-group case of the conventional mechanism by up to 146%. © 2016 Elsevier B.V.","Collision; Grouping algorithm; Hidden node problem; IEEE 802.11ah","Deterioration; Problem solving; Wi-Fi; Collision; Grouping algorithm; Hidden node problems; IEEE 802.11ah; Performance deterioration; Significant deteriorations; Throughput performance; Wireless connectivities; Chains",Article,"Final","",Scopus,2-s2.0-84987896345
"Delgado R., Kim S.-Y., You B.-J., Choi B.-W.","56548235100;56581282200;7102335442;55712667200;","An EtherCAT-based real-time motion control system in mobile robot application",2016,"2016 13th International Conference on Ubiquitous Robots and Ambient Intelligence, URAI 2016",,,"7734098","710","715",,9,"10.1109/URAI.2016.7734098","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000659018&doi=10.1109%2fURAI.2016.7734098&partnerID=40&md5=5261ad89f0495456577f50bced269d83","Department of Electrical and Information Engineering, Seoul National University of Science and Technology, 232 Gongneung-ro, Nowon-gu, 01811, South Korea; Center of Human-centered Interaction for Coexistence, 5 Hwarang-ro 14-gil, Seongbuk-gu, Seoul, 02792, South Korea","Delgado, R., Department of Electrical and Information Engineering, Seoul National University of Science and Technology, 232 Gongneung-ro, Nowon-gu, 01811, South Korea; Kim, S.-Y., Center of Human-centered Interaction for Coexistence, 5 Hwarang-ro 14-gil, Seongbuk-gu, Seoul, 02792, South Korea; You, B.-J., Center of Human-centered Interaction for Coexistence, 5 Hwarang-ro 14-gil, Seongbuk-gu, Seoul, 02792, South Korea; Choi, B.-W., Department of Electrical and Information Engineering, Seoul National University of Science and Technology, 232 Gongneung-ro, Nowon-gu, 01811, South Korea","This paper presents a real-time motion control system using EtherCAT protocol and its application on a differential drive mobile robot. The motion controller is designed from open-source components consisting of dual kernel approach using standard Linux and real-time extension of Xenomai, and the EtherCAT Master stack, IgH. In order to validate feasibility of the real-time system, timing analysis between the master and the slaves is performed in terms of periodicity of the cyclic task, jitter, and in-control execution time as test metrics. Furthermore, we conducted a convolution based trajectory planning algorithm that considers the physical limits of the mobile robot to generate periodic velocity commands following a curved path. Encoder data from each wheels is evaluated to guarantee the accuracy of the motion control system in Cartesian space. © 2016 IEEE.","CANopen-over-EtherCAT; EtherCAT; Mobile robot; Real-time; Xenomai","Artificial intelligence; Computer operating systems; Control systems; Digital storage; Interactive computer systems; Mobile robots; Motion control; Real time systems; Robot programming; Robots; Differential drive; EtherCAT; Kernel approaches; Open-source components; Real time; Real-time extension; Trajectory planning algorithm; Xenomai; Intelligent robots",Conference Paper,"Final","",Scopus,2-s2.0-85000659018
"Hwang E., Lee S., Lim Y., Choi J.","57192197750;57192193186;24740711800;55994218300;","A 3D simulation for social human-robot interaction with ontology-based robot knowledge",2016,"2016 13th International Conference on Ubiquitous Robots and Ambient Intelligence, URAI 2016",,,"7625740","214","216",,1,"10.1109/URAI.2016.7625740","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000605729&doi=10.1109%2fURAI.2016.7625740&partnerID=40&md5=b933c1ead7ca56c946efb847c3a0d13d","Department of Computer Science and Information System, University of Auckland1142, New Zealand; Department of Electrical Engineering, Seoul National University of Science and Technology31175, South Korea; Center for Robotics Research, Korea Institute of Science and Technology, Seoul, 02792, South Korea","Hwang, E., Department of Computer Science and Information System, University of Auckland1142, New Zealand; Lee, S., Department of Electrical Engineering, Seoul National University of Science and Technology31175, South Korea; Lim, Y., Center for Robotics Research, Korea Institute of Science and Technology, Seoul, 02792, South Korea; Choi, J., Center for Robotics Research, Korea Institute of Science and Technology, Seoul, 02792, South Korea","This paper introduces a preliminary result for social human-robot interaction architecture and its application. System includes human perception module that receives visual data from 3D human simulation and knowledge module that contains various concepts for social interaction situation. The proposed system has been tested for inferring social interaction type based on a simple social interaction scenario. © 2016 IEEE.","Human detection; Human-robot interaction; Ontology; Social context","Artificial intelligence; Intelligent robots; Man machine systems; Ontology; Robots; Social sciences; Human detection; Human perception; ITS applications; Knowledge modules; Social context; Social human-robot interactions; Social interaction scenarios; Social interactions; Human robot interaction",Conference Paper,"Final","",Scopus,2-s2.0-85000605729
"Kwak K., Park D., Cho H., Chung W.K., Kim J.","55338675700;55273031700;8590921600;57204958534;56012430000;","Preliminary results of 3D underwater localization using electromagnetic wave attenuation",2016,"2016 13th International Conference on Ubiquitous Robots and Ambient Intelligence, URAI 2016",,,"7625775","550","551",,,"10.1109/URAI.2016.7625775","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000428366&doi=10.1109%2fURAI.2016.7625775&partnerID=40&md5=a25f26ee6a1483ecf948555689c2527f","Department of Mechanical Engineering, Seoul National University of Science and Technology01811, South Korea; Department of Mechanical Engineering, POSTECH, Pohang, 37673, South Korea; School of Civil Environmental and Architectural Engineering, Korea University, Seoul, 02841, South Korea","Kwak, K., Department of Mechanical Engineering, Seoul National University of Science and Technology01811, South Korea; Park, D., Department of Mechanical Engineering, POSTECH, Pohang, 37673, South Korea; Cho, H., School of Civil Environmental and Architectural Engineering, Korea University, Seoul, 02841, South Korea; Chung, W.K., Department of Mechanical Engineering, POSTECH, Pohang, 37673, South Korea; Kim, J., Department of Mechanical Engineering, Seoul National University of Science and Technology01811, South Korea","In this paper, we discuss a novel underwater localization method using 3D Electromagnetic (EM) wave attenuation pattern. To calculate the EM wave attenuation in underwater, according to distance, we use the Friis-Shelkunoff (FRIIS) formula, which mainly depends on antenna properties and medium variables. The research on these variables was executed in previous works [3, 4]. In this work, 3D underwater localization method is proposed using the 3D attenuation model and depth data from the additional pressure sensor, which is realized with the several anchor nodes located in fixed positions and mobile node for receiving EM waves with an attached pressure sensor. We measured mobile node attenuation data in the underwater with position change in the x-z vertical plane. And it was compared with the theoretical 3D spatial attenuation model. The preliminary results about 3D underwater localization show good agreement with theoretical estimation. © 2016 IEEE.","EM wave; RF; RSS; Underwater localization","Artificial intelligence; Electromagnetic waves; Intelligent robots; Pressure sensors; RSS; 3d underwater localizations; Antenna properties; Attenuation data; Attenuation model; Spatial attenuations; Theoretical estimation; Underwater localization; Wave attenuation; Electromagnetic wave attenuation",Conference Paper,"Final","",Scopus,2-s2.0-85000428366
"Byeon H.-H., Lee S.-W., Lee E.-H., Kim W., Yi H.","56450494500;57218216989;55773710100;22985283600;9244721700;","Biologically templated assembly of hybrid semiconducting nanomesh for high performance field effect transistors and sensors",2016,"Scientific Reports","6",,"35591","","",,6,"10.1038/srep35591","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84992390979&doi=10.1038%2fsrep35591&partnerID=40&md5=d25e62ec00ed493881b4bc4d0dd4cf71","Post-Silicon Semiconductor Institute, Korea Institute of Science and Technology, Seoul, 02792, South Korea; Department of Nano Semiconductor Engineering, Korea University, Seoul, 02841, South Korea; Department of Environmental Science and Engineering, Ewha Womans University, Seoul, 03760, South Korea; Department of Materials Science and Engineering, Korea University, Seoul, 02841, South Korea; Department of Fine Chemistry, National University of Science and Technology, Seoul, 01811, South Korea","Byeon, H.-H., Post-Silicon Semiconductor Institute, Korea Institute of Science and Technology, Seoul, 02792, South Korea, Department of Nano Semiconductor Engineering, Korea University, Seoul, 02841, South Korea; Lee, S.-W., Post-Silicon Semiconductor Institute, Korea Institute of Science and Technology, Seoul, 02792, South Korea; Lee, E.-H., Department of Environmental Science and Engineering, Ewha Womans University, Seoul, 03760, South Korea; Kim, W., Department of Materials Science and Engineering, Korea University, Seoul, 02841, South Korea, Department of Fine Chemistry, National University of Science and Technology, Seoul, 01811, South Korea; Yi, H., Post-Silicon Semiconductor Institute, Korea Institute of Science and Technology, Seoul, 02792, South Korea","Delicately assembled composites of semiconducting nanomaterials and biological materials provide an attractive interface for emerging applications, such as chemical/biological sensors, wearable health monitoring devices, and therapeutic agent releasing devices. The nanostructure of composites as a channel and a sensing material plays a critical role in the performance of field effect transistors (FETs). Therefore, it is highly desirable to prepare elaborate composite that can allow the fabrication of high performance FETs and also provide high sensitivity and selectivity in detecting specific chemical/biological targets. In this work, we demonstrate that high performance FETs can be fabricated with a hydrodynamically assembled composite, a semiconducting nanomesh, of semiconducting single-walled carbon nanotubes (S-SWNTs) and a genetically engineered M13 phage to show strong binding affinity toward SWNTs. The semiconducting nanomesh enables a high on/off ratio (∼10 4) of FETs. We also show that the threshold voltage and the channel current of the nanomesh FETs are sensitive to the change of the M13 phage surface charge. This biological gate effect of the phage enables the detection of biologically important molecules such as dopamine and bisphenol A using nanomesh-based FETs. Our results provide a new insight for the preparation of composite material platform for highly controllable bio/electronics interfaces. © 2016 The Author(s).",,,Article,"Final","",Scopus,2-s2.0-84992390979
"Ahn Y., Yoo K.S., Kim L.-H., Kwon Y.","57189588219;8937788500;16637411300;7403457084;","Development of biofuel cell adopting multiple poly(diallyldimethylammonium chloride) layers immobilized on carbon nanotube as powerful catalyst",2016,"International Journal of Hydrogen Energy","41","39",,"17548","17556",,19,"10.1016/j.ijhydene.2016.07.124","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84995923566&doi=10.1016%2fj.ijhydene.2016.07.124&partnerID=40&md5=53345078b9079deb707eec1c415d2e74","Graduate School of Energy and Environment, Seoul National University of Science and Technology, 232 Gongneung-ro, Nowon-gu, Seoul, 139-743, South Korea; Department of Chemical and Biomolecular Engineering, Seoul National University of Science and Technology, 232 Gongneung-ro, Nowon-gu, Seoul, 139-743, South Korea","Ahn, Y., Graduate School of Energy and Environment, Seoul National University of Science and Technology, 232 Gongneung-ro, Nowon-gu, Seoul, 139-743, South Korea; Yoo, K.S., Department of Chemical and Biomolecular Engineering, Seoul National University of Science and Technology, 232 Gongneung-ro, Nowon-gu, Seoul, 139-743, South Korea; Kim, L.-H., Department of Chemical and Biomolecular Engineering, Seoul National University of Science and Technology, 232 Gongneung-ro, Nowon-gu, Seoul, 139-743, South Korea; Kwon, Y., Graduate School of Energy and Environment, Seoul National University of Science and Technology, 232 Gongneung-ro, Nowon-gu, Seoul, 139-743, South Korea","A new enzymatic biofuel cell (EBC) adopting multiple glucose oxidase (GOx) and poly(diallyldimethylammonium chloride) (PDDA) immobilized on carbon nanotube (CNT) ([GOx/PDDA]n/CNT) is fabricated and effects of [GOx/PDDA]n/CNT catalysts on EBC performance are investigated using various electrochemical characterizations. Initially, both redox reaction of flavin adenine dinucleotides (FADs) within GOx and stepwise deposition of PDDA and GOx on CNT are estimated to determine optimal [GOx/PDDA]n/CNT catalyst. Also, its electron transfer pathway and reaction mechanism related to oxygen mediator is elucidated. With the optimized [GOx/PDDA]5/CNT catalyst, excellent catalytic activity and EBC performance are measured. When the catalyst is used, its electron transfer rate constant is 15.97 s−1, glucose sensitivity is 17 μA mM−1 cm−2, Michaelis–Menten constant is 1.44 mM and EBC maximum power density (MPD) is 0.79 mW cm−2. It indicates that the values are better than those of other similar structures. Moreover, in a comparison with MPDs of EBCs without provision of glucose, it is proved that PDDA and GOx make key role in improving EBC performance. © 2016 Hydrogen Energy Publications LLC","Enzymatic biofuel cell; Glucose oxidase; Glucose oxidation reaction; Layer-by-layer; Poly(diallyldimethyl ammonium chloride)","Biofuels; Biological fuel cells; Catalyst activity; Catalysts; Chlorine compounds; Electron transitions; Enzymatic fuel cells; Glucose; Glucose oxidase; Glucose sensors; Nanotubes; Rate constants; Redox reactions; Yarn; Electrochemical characterizations; Electron transfer pathways; Electron-transfer rate constants; Glucose oxidases (GOx); Glucose oxidation; Layer by layer; Maximum power density; Poly(diallyl-dimethyl-ammonium chloride); Carbon nanotubes",Article,"Final","",Scopus,2-s2.0-84995923566
